MUNICIPIO,LEITOS_EXISTENTES,LATITUDE,LONGITUDE
VERDEJANTE,60,-7.9285675,-38.9685473
VERE,84,-25.8812309,-52.9081757
VEREDA,64,-17.2240789,-40.0861943
VERTENTE DO LERIO,16,-7.7733359,-35.8498482
VERTENTES,256,-7.906103,-35.9894975
VESPASIANO,240,-19.6940958,-43.9186521
VIADUTOS,200,-27.5706489,-52.0210682
VIAMAO,835,-30.0819338,-51.0261927
VIANA,468,-3.2099341,-45.0002456
VIANOPOLIS,160,-16.7475869,-48.5131735
VICENCIA,160,-7.6574422,-35.3218464
VICENTINA,28,-22.4093447,-54.4370921
VICENTINOPOLIS,64,-17.7353689,-49.8040525
VICOSA,1236,-20.7538586,-42.8815888
VICOSA DO CEARA,312,-3.5667684,-41.091504
VIDAL RAMOS,80,-27.3908814,-49.3615664
VIDEIRA,660,-27.00544,-51.1533733
VIGIA,184,-0.8546027,-48.1432873
VILA BELA DA SANTISSIMA TRINDADE,232,-15.009904,-59.961115
VILA BOA,52,-15.0357754,-47.0561444
VILA FLOR,16,-6.3156226,-35.0757697
VILA NOVA DOS MARTIRIOS,136,-5.1879409,-48.1377908
VILA RICA,84,-10.013666,-51.118599
VILA VELHA,5472,-20.3297037,-40.2920174
VILHENA,1224,-12.7368536,-60.1465555
VINHEDO,412,-23.0298535,-46.9749847
VIRADOURO,192,-20.8726051,-48.2968122
VIRGEM DA LAPA,156,-16.8071554,-42.3376458
VIRGINIA,152,-22.333333,-45.091666
VIRGINOPOLIS,192,-18.8226124,-42.7053967
VISCONDE DO RIO BRANCO,400,-21.01,-42.840833
VISEU,268,-1.204892,-46.1392244
VITOR MEIRELES,80,-26.879731,-49.833243
VITORIA,9048,-20.3200917,-40.3376682
VITORIA DA CONQUISTA,4816,-14.8567487,-40.8414804
VITORIA DE SANTO ANTAO,1927,-8.1209019,-35.2944858
VITORIA DO JARI,32,-0.9310733,-52.4241059
VITORIA DO MEARIM,128,-3.4622876,-44.869715
VITORIA DO XINGU,176,-2.8833063,-52.0114889
VITORINO FREIRE,192,-4.2885303,-45.2417582
VOLTA REDONDA,4695,-22.521856,-44.1040128
VOTORANTIM,488,-23.5383101,-47.4422496
VOTUPORANGA,996,-20.4252908,-49.972028
WAGNER,180,-12.2818593,-41.1686734
WALL FERRAZ,76,-7.2339199,-41.911407
WANDERLEY,120,-12.1208986,-43.8905685
WENCESLAU BRAZ,204,-22.5342367,-45.3614735
WENCESLAU GUIMARAES,176,-13.6866356,-39.479122
WITMARSUM,84,-26.927487,-49.794675
XAMBIOA,124,-6.4084693,-48.5336069
XANGRI-LA,152,-29.8039422,-50.0413748
XANXERE,698,-26.8748603,-52.4035964
XAPURI,136,-10.6511174,-68.5017902
XAVANTINA,96,-27.0702363,-52.3431086
XAXIM,128,-26.9605363,-52.5335505
XEXEU,56,-8.8036743,-35.6244442
XINGUARA,506,-7.0998514,-49.9416632
XIQUE-XIQUE,372,-10.8217193,-42.7265689
ZE DOCA,200,-3.270145,-45.655344
